,Hours,Minutes,Seconds,Latency,Reliability,TotalCost,Friday,Monday,Saturday,Sunday,Thursday,Tuesday,Wednesday,Tactic__1,Tactic__2,Tactic__3,Tactic__4,Tactic__5,Server__1,Server__2,Server__3,predicted_Latency,predicted_Reliability,predicted_TotalCost
1175,0.6521739129999999,0.016949153,0.668649182,0.072501729,1,0.056188207999999996,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.131503481,1.0,0.132583766
1190,0.6521739129999999,0.033898305,0.660088934,0.051644508,1,0.070951714,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134112324,1.0,0.133832187
1205,0.6521739129999999,0.050847458,0.94163789,0.058000614000000006,1,0.057209052999999996,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136476761,1.0,0.136520287
1220,0.6521739129999999,0.084745763,0.295549635,0.11638229300000001,1,0.073796125,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.137112136,1.0,0.138400112
1235,0.6521739129999999,0.101694915,0.7532084490000001,0.234225495,1,0.140267555,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.129434696,1.0,0.130545258
1250,0.6521739129999999,0.118644068,0.9648725770000001,0.069234808,1,0.043900669,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135144145,1.0,0.13417205699999998
1265,0.6521739129999999,0.152542373,0.763760694,0.068407786,1,0.031327304,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136821965,1.0,0.14025677
1280,0.6521739129999999,0.186440678,0.037933532,0.054549579,1,0.055726727999999996,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.140357859,1.0,0.13523129
1295,0.6521739129999999,0.20338983100000002,0.052297335,0.044627837000000004,1,0.047162979,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13672522199999998,1.0,0.137927393
1310,0.6521739129999999,0.22033898300000002,0.107768995,0.059398744,1,0.05649567,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136670414,1.0,0.137978768
1325,0.6521739129999999,0.237288136,0.093881689,0.04980245,1,0.056140313,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136596325,1.0,0.13839690000000002
1340,0.6521739129999999,0.254237288,0.241132505,0.044304261,1,0.06242803,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.129305904,1.0,0.129206439
1355,0.6521739129999999,0.271186441,0.202544946,0.044035778,1,0.057395987999999995,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136040229,1.0,0.140382141
1370,0.6521739129999999,0.288135593,0.17442041600000002,0.045722180999999994,1,0.051540789000000004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136124881,1.0,0.139676178
1385,0.6521739129999999,0.305084746,0.1717398,0.052288462,1,0.060784654,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136173744,1.0,0.139079327
1400,0.6521739129999999,0.322033898,0.12289579,0.043681135,1,0.052317498,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136150964,1.0,0.138767441
1415,0.6521739129999999,0.33898305100000004,0.140280861,0.053974719000000004,1,0.051336741,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13620792,1.0,0.138089926
1430,0.6521739129999999,0.35593220299999995,0.213600383,0.08954266699999999,1,0.10409218099999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13613561,1.0,0.138089527
1445,0.6521739129999999,0.372881356,0.668633205,0.107861001,1,0.10258936699999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136030701,1.0,0.128710466
1460,0.6521739129999999,0.406779661,0.284782881,0.216287525,1,0.144763546,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13631400400000002,1.0,0.13489327
1475,0.6521739129999999,0.423728814,0.6958327209999999,0.127197296,1,0.089615269,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134029784,1.0,0.129551205
1490,0.6521739129999999,0.44067796600000003,0.824106254,0.054690345,1,0.061650242,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.137328173,1.0,0.13215405300000002
1505,0.6521739129999999,0.45762711899999997,0.9682955670000001,0.067365046,1,0.075937926,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136357543,1.0,0.134604081
1520,0.6521739129999999,0.491525424,0.555628722,0.096741552,1,0.06815805400000001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13566745300000002,1.0,0.126927681
1535,0.6521739129999999,0.525423729,0.070638522,0.074605245,1,0.07884329400000001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.138774552,1.0,0.133782533
1550,0.6521739129999999,0.542372881,0.245142995,0.109531595,1,0.08874448800000001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136026172,1.0,0.136071641
1565,0.6521739129999999,0.559322034,0.90981753,0.133169499,1,0.06567603799999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134855421,1.0,0.138785453
1580,0.6521739129999999,0.5932203389999999,0.274091002,0.09911119,1,0.066336176,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13586218,1.0,0.136206123
1595,0.6521739129999999,0.610169492,0.660405564,0.164484621,1,0.098502751,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134467902,1.0,0.127750051
1610,0.6521739129999999,0.644067797,0.17709563899999997,0.17662382399999998,1,0.11199430199999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.137982346,1.0,0.130613654
1625,0.6521739129999999,0.661016949,0.32646184300000003,0.079439314,1,0.055967979,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135199,1.0,0.137181171
1640,0.6521739129999999,0.6779661020000001,0.332024094,0.057180764,1,0.060428992,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135972505,1.0,0.127871497
1655,0.6521739129999999,0.6949152540000001,0.367734392,0.06880169400000001,1,0.08482840800000001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136312659,1.0,0.127883253
1670,0.6521739129999999,0.7288135590000001,0.22478361600000002,0.428501274,1,0.226421423,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136789648,1.0,0.127965188
1685,0.6521739129999999,0.762711864,0.019137418,0.179448688,1,0.082178419,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134595296,1.0,0.137640075
1700,0.6521739129999999,0.779661017,0.39090769299999995,0.107022608,1,0.060321155999999994,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136702107,1.0,0.13486273
1715,0.6521739129999999,0.796610169,0.759666882,0.183770758,1,0.10357871699999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13835124,1.0,0.128005227
1730,0.6521739129999999,0.830508475,0.508957228,0.177441558,1,0.075008543,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.137819589,1.0,0.13226615
1745,0.6521739129999999,0.86440678,0.379279665,0.316398114,1,0.144894326,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13937922,1.0,0.128789915
1760,0.6521739129999999,0.898305085,0.55329906,0.338689529,1,0.10737876800000001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.139697767,1.0,0.12944198199999998
1775,0.6521739129999999,0.93220339,0.243556275,0.111702495,1,0.07082874,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13948636,1.0,0.131385587
1790,0.6521739129999999,0.949152542,0.377565949,0.069014128,1,0.055916499999999994,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134328843,1.0,0.13710293699999998
1805,0.6521739129999999,0.966101695,0.380510306,0.041661718,1,0.061639712,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.14121868199999998,1.0,0.12854895800000002
1820,0.6521739129999999,0.983050847,0.7708293979999999,0.125244396,1,0.101475285,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.142721913,1.0,0.128669951
1835,0.6521739129999999,1.0,0.981771368,0.14965551900000001,1,0.126525517,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.140201112,1.0,0.130578687
1850,0.695652174,0.016949153,0.087429917,0.054701053,1,0.061662312000000004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136961067,1.0,0.139170822
1865,0.695652174,0.033898305,0.053971000000000005,0.038114797,1,0.041622622000000005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.137104521,1.0,0.140093393
1880,0.695652174,0.050847458,0.143987392,0.041011293,1,0.049119792,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.137048043,1.0,0.141528191
1895,0.695652174,0.06779661,0.136181973,0.05671177,1,0.077913362,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.137004395,1.0,0.140875174
1910,0.695652174,0.084745763,0.201718848,0.068614513,1,0.060426875,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136935732,1.0,0.140612232
1925,0.695652174,0.101694915,0.29150376899999997,0.062859317,1,0.062001447,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.1367672,1.0,0.141531496
1940,0.695652174,0.118644068,0.272892815,0.043696921,1,0.044639875999999995,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.12832163800000002,1.0,0.130616058
1955,0.695652174,0.13559322,0.503422623,0.040468151,1,0.058448229000000004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.132572529,1.0,0.132350884
1970,0.695652174,0.152542373,0.799534431,0.143005802,1,0.08564001199999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.133474493,1.0,0.13183657099999999
1985,0.695652174,0.169491525,0.977125349,0.113424538,1,0.091898621,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135495747,1.0,0.135018713
2000,0.695652174,0.20338983100000002,0.204177993,0.120610015,1,0.076476855,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136379765,1.0,0.137352119
2015,0.695652174,0.22033898300000002,0.34526385,0.06189991,1,0.061055134000000004,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136030767,1.0,0.141549905
2030,0.695652174,0.237288136,0.42911374700000005,0.055625821,1,0.060745242000000005,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.130325831,1.0,0.12992002800000002
2045,0.695652174,0.254237288,0.42354203,0.056189870999999995,1,0.069278778,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.131684047,1.0,0.13033118
2060,0.695652174,0.271186441,0.7868284179999999,0.114162865,1,0.116626434,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134422255,1.0,0.132333048
2075,0.695652174,0.288135593,0.9147227490000001,0.08654041300000001,1,0.07316516299999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13557180900000002,1.0,0.133930181
2090,0.695652174,0.322033898,0.135140615,0.109057125,1,0.08067658,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136148545,1.0,0.135678258
2105,0.695652174,0.35593220299999995,0.008374604,0.209085666,1,0.08838522,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135886022,1.0,0.13944697
2120,0.695652174,0.372881356,0.573960527,0.235728747,1,0.116255825,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136204594,1.0,0.136732708
2135,0.695652174,0.406779661,0.085224045,0.133614714,1,0.07060243599999999,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134587022,1.0,0.130799669
2150,0.695652174,0.423728814,0.17940672100000002,0.06295966,1,0.07318978200000001,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13595833599999999,1.0,0.13775083
2165,0.695652174,0.44067796600000003,0.5286664529999999,0.18089658399999997,1,0.108331168,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135457598,1.0,0.139259051
2180,0.695652174,0.45762711899999997,0.7053385670000001,0.081674101,1,0.069050964,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13511015099999998,1.0,0.130347178
2195,0.695652174,0.474576271,0.904855015,0.083845951,1,0.073840775,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136310317,1.0,0.133063553
2210,0.695652174,0.491525424,0.989716354,0.085357272,1,0.084192363,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13641542,1.0,0.134313666
2225,0.695652174,0.525423729,0.562641883,0.158157319,1,0.077999437,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135806602,1.0,0.137271096
2240,0.695652174,0.542372881,0.9465930929999999,0.066535862,1,0.046877012,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13652058,1.0,0.131560731
2255,0.695652174,0.576271186,0.061442027,0.047230737,1,0.053241323,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.136061283,1.0,0.136199771
2270,0.695652174,0.5932203389999999,0.21233902300000002,0.043866957000000005,1,0.040177693,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134976428,1.0,0.138678096
2285,0.695652174,0.610169492,0.188721547,0.043570615,1,0.058324553,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13486556,1.0,0.138742054
2300,0.695652174,0.627118644,0.162450183,0.043711695999999994,1,0.061593061,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135087572,1.0,0.138170357
2315,0.695652174,0.644067797,0.13163477,0.043265404,1,0.056391885999999995,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135287927,1.0,0.13764797
2330,0.695652174,0.661016949,0.12482581699999999,0.041874233999999996,1,0.053103545,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.13556491099999998,1.0,0.136997495
2345,0.695652174,0.6779661020000001,0.164000174,0.054763982999999995,1,0.057874922,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135465131,1.0,0.137115626
2360,0.695652174,0.6949152540000001,0.13614694800000002,0.044528137999999995,1,0.053331965999999995,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135241724,1.0,0.137406294
2375,0.695652174,0.711864407,0.18850592,0.06836963900000001,1,0.089112607,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.135524659,1.0,0.13683610400000001
2390,0.695652174,0.7288135590000001,0.20905848800000001,0.058106480999999995,1,0.067548025,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0.134951486,1.0,0.137758634
